cust_id,year,state,date_issued,date_final,emp_duration,own_type,income_type,app_type,loan_purpose,interest_payments,grade,annual_pay,loan_amount,interest_rate,loan_duration,dti,total_pymnt,total_rec_prncp,recoveries,installment,is_default
312940,2008,Jharkhand,01/04/08,1042011,6,RENT,Low,INDIVIDUAL,debt_consolidation,High,G,45120,16000,17.34, 36 months,16.44,20622.56,16000,0,573.16,0
312947,2008,Maharashtra,01/04/08,1032011,6,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,62200,10000,10.39, 36 months,10.59,11678.92,10000,0,324.51,0
313024,2008,Himachal Pradesh,01/04/08,1042011,9,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,45000,12000,9.76, 36 months,7.6,10358.27,8949.99,0,287.79,0
313139,2008,Madhya Pradesh,01/04/08,1072009,1,MORTGAGE,Low,INDIVIDUAL,major_purchase,High,D,64000,25000,13.55, 36 months,13.5,2174.76,1563.18,0,155.37,1
313228,2008,Meghalaya,01/03/08,1062010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,54300,4500,9.76, 36 months,4.24,5198.0731,3108.95,1444.1931,144.7,1
313354,2008,Jharkhand,01/03/08,1122010,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,36000,10000,14.5, 36 months,6.13,12330.8,10000,0,344.21,0
313401,2008,Chhattisgarh,01/04/08,1062010,1,RENT,Low,INDIVIDUAL,credit_card,High,F,46000,10475,17.03, 36 months,23.22,12998.26,10475,0,373.62,0
313449,2008,Jharkhand,01/04/08,1042011,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,G,80000,10000,17.97, 36 months,29.72,13003.68,10000,0,361.38,0
313754,2008,Nagaland,01/03/08,1092009,1,RENT,Low,INDIVIDUAL,wedding,Low,A,63000,9000,8.63, 36 months,0.29,9851.29,9000,0,284.66,0
313864,2008,Maharashtra,01/04/08,1022011,4,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,50268,12000,12.61, 36 months,10.12,14462.16,12000,0,402.08,0
313941,2008,Meghalaya,01/04/08,1122009,9,OTHER,Low,INDIVIDUAL,debt_consolidation,High,G,95000,17350,18.29, 36 months,20.48,13952.92,11350,0,411.99,0
312516,2008,Maharashtra,01/04/08,1112008,5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,83000,25000,12.92, 36 months,14.24,5564.28,5200,0,175.01,0
310282,2008,Odisha,01/03/08,1032009,5,RENT,Low,INDIVIDUAL,house,High,D,40000,12000,13.55, 36 months,3.9,5723.47,3159.16,1251.86,407.52,1
312750,2008,Tripura,01/04/08,1042011,10,OTHER,Medium,INDIVIDUAL,major_purchase,Low,A,160000,6000,8, 36 months,0.13,6767.76,6000,0,188.02,0
319964,2008,Bihar,01/04/08,1082009,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,36000,5700,10.39, 36 months,9.57,6019.22,5700,0,184.97,0
312547,2008,Maharashtra,01/04/08,1042011,1,RENT,Medium,INDIVIDUAL,debt_consolidation,Low,C,112500,16000,12.29, 36 months,3.07,9663.33,8050,0,268.5,0
310164,2008,Tamil Nadu,01/03/08,1042011,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,G,40000,2500,17.34, 36 months,25.77,3222.59,2500,0,89.56,0
306729,2008,Meghalaya,01/04/08,1042011,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,C,39000,8000,11.03, 36 months,14.8,9428.52,8000,0,262.03,0
306768,2008,Karnataka,01/04/08,1042011,0.5,MORTGAGE,Medium,INDIVIDUAL,other,Low,C,120000,23000,11.03, 36 months,15.07,5098.49,4325,0,141.66,0
306776,2008,Maharashtra,01/03/08,1102010,7,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,45000,2500,12.92, 36 months,22.32,2468.96,1929.73,25.59,84.14,1
307256,2008,Haryana,01/03/08,1042011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,65160,16600,14.18, 36 months,14.62,20467.76,16600,0,568.81,0
307265,2008,Kerala,01/03/08,1042010,2,MORTGAGE,Medium,INDIVIDUAL,wedding,High,E,160000,10000,15.45, 36 months,25.72,12172.87,10000,0,348.87,0
307293,2008,Haryana,01/04/08,1042009,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,D,32400,6600,13.24, 36 months,22,7359.8,6600,0,223.15,0
307519,2008,Gujarat,01/03/08,1052011,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,61000,7500,10.39, 36 months,14.85,8776.01,7500,0,243.38,0
307524,2008,Sikkim,01/04/08,1102008,4,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,B,39000,20000,10.71, 36 months,9.66,7221.25,6875,0,224.14,0
307533,2008,Rajasthan,01/03/08,1042010,1,RENT,Low,INDIVIDUAL,other,Low,C,31000,7200,11.03, 36 months,14.4,5659.17,4516.69,18.93,235.83,1
307544,2008,Jharkhand,01/03/08,1042011,10,RENT,Low,INDIVIDUAL,credit_card,High,E,57000,12500,14.18, 36 months,24.55,15409.69,12500,0,428.32,0
307569,2008,Arunachal Pradesh,01/04/08,1042011,0.5,RENT,Low,INDIVIDUAL,other,High,D,33000,5000,13.55, 36 months,16.62,6110.29,5000,0,169.8,0
307746,2008,Assam,01/03/08,1042011,1,OWN,Low,INDIVIDUAL,credit_card,High,E,24000,2450,15.13, 36 months,28.15,3060.15,2450,0,85.09,0
307946,2008,Nagaland,01/04/08,1052011,7,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,High,F,120000,25000,15.76, 36 months,14.23,23800.68,18825,0,659.61,0
308270,2008,Manipur,01/03/08,1072009,5,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,A,40000,5000,7.68, 36 months,11.49,5385.35,5000,0,155.95,0
314235,2008,Uttarakhand,01/04/08,1122009,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,38400,10000,10.39, 36 months,7.12,10518.92,10000,0,324.51,0
310969,2008,Telangana,01/03/08,1082008,3,RENT,Low,INDIVIDUAL,credit_card,Low,C,18000,3300,11.97, 36 months,17.4,438.24,311.19,0,109.56,1
292921,2008,Uttar Pradesh,01/03/08,1072008,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,D,62000,25000,13.55, 36 months,14.26,2542.74,1716.51,0,848.99,1
319616,2008,Jharkhand,01/04/08,1042011,10,RENT,Low,INDIVIDUAL,credit_card,High,E,50000,9000,14.5, 36 months,27.84,11152.21,9000,0,309.79,0
321051,2008,Manipur,01/04/08,1042011,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,A,54996,12000,8.32, 36 months,9.58,7930.96,6999.99,0,220.39,0
317338,2008,Karnataka,01/04/08,1112008,2,OTHER,Low,INDIVIDUAL,credit_card,High,E,75686,12000,14.82, 36 months,10.24,12965.83,12000,0,414.93,0
317541,2008,Tripura,01/03/08,1032011,2,RENT,Low,INDIVIDUAL,credit_card,Low,B,48000,3000,9.76, 36 months,17.65,3471.82,3000,0,96.47,0
317597,2008,West Bengal,01/04/08,1042011,10,MORTGAGE,Medium,INDIVIDUAL,home_improvement,Low,C,115200,4500,11.97, 36 months,15.49,5378.4,4499.99,0,149.4,0
317833,2008,Mizoram,01/04/08,1072008,3,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,C,69600,5000,11.66, 36 months,3.53,5142.36,5000,0,165.27,0
317953,2008,Mizoram,01/04/08,1052011,7,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,89018,5800,11.97, 36 months,14.59,4870.44,4074.96,0,135.29,0
318192,2008,Tripura,01/04/08,1052009,3,MORTGAGE,High,INDIVIDUAL,other,High,F,240000,15000,16.4, 36 months,12.37,11264.92,10000,0,353.55,0
317205,2008,Chhattisgarh,01/04/08,1052010,7,MORTGAGE,Low,INDIVIDUAL,other,High,D,31600,5400,13.55, 36 months,3.11,2674,1905.62,0,183.39,1
318231,2008,Telangana,01/04/08,1042011,6,OTHER,Low,INDIVIDUAL,medical,High,F,97000,25000,17.03, 36 months,16.53,8978.29,7000,0,249.68,0
318381,2008,Arunachal Pradesh,01/04/08,1042011,3,RENT,Low,INDIVIDUAL,credit_card,Low,C,70000,3300,11.03, 36 months,1.37,3902.44,3300,0,108.09,0
318429,2008,West Bengal,01/04/08,1092010,4,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,80000,12000,10.71, 36 months,12.08,5827.97,5000,0,163.01,0
318698,2008,Uttar Pradesh,01/04/08,1012010,3,RENT,Low,INDIVIDUAL,credit_card,Low,B,15000,4000,10.08, 36 months,8.08,4507.22,2085.31,1898.32,129.22,1
316652,2008,Andhra Pradesh,01/04/08,1122010,3,MORTGAGE,Low,INDIVIDUAL,credit_card,High,G,63000,18000,17.34, 36 months,25.68,23110.75,18000,0,644.8,0
318725,2008,Goa,01/04/08,1052010,1,RENT,Low,INDIVIDUAL,other,Low,B,50000,10000,10.71, 36 months,9.58,5850.89,3295.39,1765.45,163.01,1
316453,2008,Assam,01/04/08,1122008,2,MORTGAGE,Low,INDIVIDUAL,educational,Low,D,23169,2500,12.61, 36 months,3.78,761.67,460.45,94.15,83.77,1
318320,2008,Odisha,01/04/08,1032011,10,RENT,Low,INDIVIDUAL,credit_card,High,D,82000,12000,13.55, 36 months,18.74,7329.11,6000,0,203.76,0
316948,2008,Manipur,01/04/08,1022009,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,D,50000,16000,13.24, 36 months,17.77,833.9,590.5,0,83.68,1
316868,2008,Maharashtra,01/04/08,1062011,0.5,MORTGAGE,Low,INDIVIDUAL,other,Low,A,28989,10000,8, 36 months,2.24,11316.35,10000,0,313.37,0
316837,2008,Telangana,01/04/08,1022009,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,35280,12000,11.66, 36 months,17.69,1698.5,1253,0,170.22,1
293123,2008,Kerala,01/03/08,1042011,2,RENT,Medium,INDIVIDUAL,debt_consolidation,Low,B,175000,15000,9.76, 36 months,3.17,17362.08,15000,0,482.32,0
293410,2008,Haryana,01/03/08,1042011,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,42600,8600,14.82, 36 months,4.54,10700.75,8600,0,297.37,0
293471,2008,Bihar,01/03/08,1122010,4,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,42100,5000,12.92, 36 months,21.04,5414.29,4340.86,34.13,168.28,1
293977,2008,Jharkhand,01/04/08,1042011,0.5,MORTGAGE,Medium,INDIVIDUAL,other,Low,B,145000,25000,10.08, 36 months,1.73,29055.65,25000,0,807.62,0
294163,2008,Uttarakhand,01/03/08,1042011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,85000,8400,15.45, 36 months,15.71,10547.51,8400,0,293.05,0
294165,2008,Gujarat,01/03/08,1102008,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,D,30680,14300,13.55, 36 months,12.91,2905.08,1994.72,0,485.63,1
294274,2008,Telangana,01/03/08,1042011,3,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,90000,25000,10.39, 36 months,13.28,29204.48,25000,0,811.27,0
294355,2008,Uttarakhand,01/03/08,1042011,2,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,42000,13925,16.08, 36 months,18.94,17623.59,13925,0,490.12,0
294372,2008,Jharkhand,01/03/08,1042011,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,40000,4000,11.97, 36 months,3.39,4780.8,4000,0,132.8,0
294468,2008,Andhra Pradesh,01/03/08,1042011,0.5,RENT,Low,INDIVIDUAL,wedding,Low,C,33600,1500,11.03, 36 months,13.5,1782.42,1500,0,49.13,0
294592,2008,Punjab,01/03/08,1082010,2,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,42000,6000,14.82, 36 months,13.34,7391.53,6000,0,207.47,0
294643,2008,Assam,01/03/08,1042011,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,D,57000,3500,13.24, 36 months,23.05,4258.12,3500,0,118.34,0
306441,2008,Telangana,01/03/08,1062009,10,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,77000,6000,12.29, 36 months,17.69,6682.57,6000,0,200.12,0
306588,2008,Tripura,01/03/08,1042011,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,40800,3500,11.97, 36 months,21.97,4183.2,3499.99,0,116.2,0
306673,2008,Karnataka,01/03/08,1042011,0.5,RENT,Low,INDIVIDUAL,credit_card,High,D,80000,8000,13.87, 36 months,11.1,9822.45,8000,0,272.92,0
316313,2008,Karnataka,01/04/08,1052009,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,64000,7200,11.97, 36 months,22.28,3107.52,2308.84,0,239.04,1
314635,2008,Telangana,01/04/08,1092010,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,50000,13000,11.97, 36 months,8.14,10419.05,8800,0,292.16,0
314759,2008,Assam,01/03/08,1082010,8,RENT,Low,INDIVIDUAL,educational,High,E,38400,3600,14.18, 36 months,19.81,3506.98,2653.89,65.78,123.36,1
314843,2008,Kerala,01/04/08,1042011,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,48000,5000,11.97, 36 months,13.03,5976,4999.99,0,166,0
321575,2008,Arunachal Pradesh,01/04/08,1062009,1,RENT,Low,INDIVIDUAL,major_purchase,Low,C,28000,9700,11.34, 36 months,23.14,3282.05,2339.01,197.29,220.43,1
321780,2008,Jharkhand,01/04/08,1052010,8,OWN,Low,INDIVIDUAL,home_improvement,High,F,42643,10000,15.76, 36 months,13.56,12322.72,10000,0,350.39,0
321995,2008,Tripura,01/04/08,1042011,3,RENT,Low,INDIVIDUAL,credit_card,Low,C,37343,4500,11.03, 36 months,24.97,5304.6,4500,0,147.39,0
322143,2008,Chhattisgarh,01/04/08,1012009,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,33000,4200,14.18, 36 months,9.2,1308.87,887.68,0,143.92,1
322156,2008,Arunachal Pradesh,01/04/08,1042010,3,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,G,52000,7800,17.34, 36 months,28.36,9760.71,7800,0,279.42,0
322329,2008,Haryana,01/04/08,1062009,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,F,82000,20000,16.08, 36 months,19.96,5419.8,3654.82,15.1,387.17,1
322713,2008,Arunachal Pradesh,01/04/08,1042011,4,MORTGAGE,Low,INDIVIDUAL,credit_card,High,G,60000,5000,18.29, 36 months,27.14,6529.05,5000,0,181.5,0
322839,2008,Madhya Pradesh,01/04/08,1042011,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,27000,3000,10.71, 36 months,18.89,3520.64,2999.99,0,97.81,0
323053,2008,Assam,01/04/08,1072008,10,OTHER,Low,INDIVIDUAL,debt_consolidation,Low,B,15000,5100,10.08, 36 months,11.12,1426.33,367.97,933.22,164.76,1
323229,2008,Mizoram,01/04/08,1112008,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,65500,8800,10.71, 36 months,13.08,8992.28,8800,0,286.9,0
323244,2008,Odisha,01/04/08,1072009,10,MORTGAGE,Low,INDIVIDUAL,other,Low,D,95030,9200,12.61, 36 months,27.4,4620,3415.3,0,308.26,1
323288,2008,Jharkhand,01/07/08,1072011,0.5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,B,91000,7500,10.39, 36 months,10.64,8761.62,7499.99,0,243.38,0
321255,2008,Andhra Pradesh,01/04/08,1042011,10,OTHER,Low,INDIVIDUAL,other,Low,C,32000,15000,11.03, 36 months,0.38,8251.79,7000,0,229.28,0
319061,2008,Goa,01/03/08,1032011,2,MORTGAGE,Medium,INDIVIDUAL,credit_card,High,F,160000,6000,16.08, 36 months,28.34,7592.67,6000,0,211.18,0
321090,2008,Punjab,01/04/08,1032009,6,OWN,Low,INDIVIDUAL,other,Low,B,44500,20000,10.08, 36 months,11.73,5404.97,5000,0,161.53,0
321574,2008,Meghalaya,01/04/08,1032011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,50000,2400,11.03, 36 months,13.82,2826.7,2400,0,78.61,0
319466,2008,Assam,01/05/08,1052011,10,MORTGAGE,Low,INDIVIDUAL,medical,Low,C,72000,7500,11.66, 36 months,21.22,8923.93,7499.99,0,247.9,0
321493,2008,Haryana,01/04/08,1062011,2,MORTGAGE,Low,INDIVIDUAL,other,High,E,42000,7000,14.82, 36 months,11.14,9008.3,7000,0,242.05,0
319299,2008,Madhya Pradesh,01/04/08,1072009,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,A,19200,4075,8.32, 36 months,1.25,4282.55,4075,0,128.3,0
314950,2008,Madhya Pradesh,01/04/08,1122011,2,OTHER,Low,INDIVIDUAL,credit_card,High,E,100000,10000,14.82, 36 months,9.73,11858.01,7671.89,1376,345.78,1
315196,2008,Andhra Pradesh,01/04/08,1022010,10,MORTGAGE,Medium,INDIVIDUAL,educational,High,F,105900,24000,16.08, 36 months,20.39,10347.35,7312.93,0,492.76,1
315312,2008,Odisha,01/04/08,1042011,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,30000,5000,11.97, 36 months,20.76,5976,4999.99,0,166,0
315361,2008,Manipur,01/04/08,1102008,10,MORTGAGE,Low,INDIVIDUAL,credit_card,High,E,55000,14400,14.18, 36 months,23.04,7094.29,6650,0,227.87,0
315507,2008,Maharashtra,01/03/08,1052010,1,RENT,Low,INDIVIDUAL,medical,Low,A,36000,1000,7.68, 36 months,1.8,1107.31,1000,0,31.19,0
315547,2008,Haryana,01/03/08,1042011,0.5,RENT,Medium,INDIVIDUAL,educational,Low,B,110000,3600,10.71, 36 months,15.01,4215.23,3600,0,117.37,0
315594,2008,Odisha,01/04/08,1042011,1,OWN,Low,INDIVIDUAL,debt_consolidation,Low,C,51320,5000,11.97, 36 months,22.73,5976,4999.99,0,166,0
315595,2008,Assam,01/04/08,1042011,3,RENT,Low,INDIVIDUAL,car,Low,C,78000,9600,11.97, 36 months,13,11464.64,9600,0,318.72,0
315794,2008,Maharashtra,01/04/08,1042011,2,OWN,Low,INDIVIDUAL,debt_consolidation,Low,B,44000,7000,9.76, 36 months,18.38,5440.42,4699.99,0,151.13,0
315895,2008,Telangana,01/04/08,1042011,3,RENT,Low,INDIVIDUAL,other,Low,C,67000,10000,11.66, 36 months,7.07,7138.67,5999.99,0,198.32,0
315955,2008,Tripura,01/04/08,1042011,4,RENT,Low,INDIVIDUAL,debt_consolidation,High,D,25000,2500,13.87, 36 months,4.18,3069.17,2500,0,85.29,0
316139,2008,Punjab,01/04/08,1122009,0.5,MORTGAGE,Low,INDIVIDUAL,credit_card,High,G,66000,13925,17.97, 36 months,24.71,11078.9,6799.31,1034.3,503.22,1
316361,2008,Karnataka,01/03/08,1022009,10,MORTGAGE,Low,INDIVIDUAL,medical,High,G,44000,3250,17.66, 36 months,26.84,3694.62,3250,0,116.95,0
314633,2008,Haryana,01/03/08,1042010,5,MORTGAGE,Medium,INDIVIDUAL,car,Low,B,130000,5600,9.45, 36 months,3.06,4301.28,3554.51,0,179.26,1
318949,2008,Nagaland,01/04/08,1122009,1,OTHER,Low,INDIVIDUAL,other,High,G,23826,600,17.66, 36 months,26.89,445.44,292.19,16.64,21.59,1
321420,2008,Punjab,01/04/08,1042011,10,OWN,Low,INDIVIDUAL,credit_card,Low,B,36000,11200,9.76, 36 months,16.8,7176.08,6200,0,199.36,0
361080,2008,Punjab,01/11/08,1112011,10,RENT,Low,INDIVIDUAL,credit_card,Low,C,45000,16750,12.41, 36 months,24.75,20145.05,16749.98,0,559.63,0
262532,2008,Sikkim,01/02/08,1032010,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,38796,4000,14.5, 36 months,22.05,4833.67,4000,0,137.69,0
360984,2008,Tamil Nadu,01/11/08,1112010,4,OWN,Low,INDIVIDUAL,home_improvement,Low,B,48000,2400,11.46, 36 months,12.43,2779.12,2400,0,79.1,0
331181,2008,Punjab,01/04/08,1042011,10,MORTGAGE,Low,INDIVIDUAL,other,High,E,70000,7500,14.82, 36 months,25.68,9335.66,7500,0,259.33,0
326650,2008,Rajasthan,01/04/08,1042011,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,36194,9250,10.08, 36 months,21.78,4622.26,3974.99,0,128.42,0
326337,2008,Bihar,01/04/08,1042011,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,62000,6400,10.08, 36 months,8.11,7438.95,6400,0,206.76,0
323909,2008,Madhya Pradesh,01/04/08,1032010,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,40000,13000,15.45, 36 months,14.52,15826.97,13000,0,453.52,0
324177,2008,West Bengal,01/04/08,1042011,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,42264,3000,10.71, 36 months,16.83,3520.54,3000,0,97.81,0
324315,2008,Madhya Pradesh,01/04/08,1042011,7,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,83000,16775,11.97, 36 months,7.46,11085.48,9274.98,0,307.93,0
327046,2008,Meghalaya,01/04/08,1042009,4,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,80000,10000,11.03, 36 months,11.03,1767.96,1338.12,0,147.39,1
324428,2008,Odisha,01/04/08,1032009,6,OWN,Low,INDIVIDUAL,debt_consolidation,High,D,44500,5000,13.87, 36 months,29.15,5561.15,5000,0,170.58,0
324633,2008,Bihar,01/04/08,1042011,4,OWN,Low,INDIVIDUAL,home_improvement,Low,B,50000,16000,9.45, 36 months,3.12,9794.86,8499.99,0,272.09,0
324831,2008,Kerala,01/04/08,1032011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,12760,900,12.92, 36 months,25.11,1089.88,900,0,30.29,0
325121,2008,Manipur,01/04/08,1052009,0.5,MORTGAGE,Medium,INDIVIDUAL,credit_card,High,G,110000,15000,18.29, 36 months,11.09,5184.14,3298.3,0,399.28,1
325172,2008,Uttar Pradesh,01/04/08,1042009,10,OWN,Low,INDIVIDUAL,major_purchase,Low,A,61717,3200,7.68, 36 months,12.29,3273.09,3200,0,99.81,0
325232,2008,Arunachal Pradesh,01/04/08,1042011,9,MORTGAGE,Low,INDIVIDUAL,vacation,Low,B,65332,9000,9.76, 36 months,17.12,10434.56,8999.99,0,289.4,0
325397,2008,Meghalaya,01/06/08,1092008,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,59000,7500,12.92, 36 months,18.81,757.14,520.49,0,252.42,1
324626,2008,Madhya Pradesh,01/04/08,1082009,0.5,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,B,34000,10000,10.39, 36 months,18.46,3002.46,2234.48,147.9,178.48,1
331141,2008,Gujarat,01/04/08,1092009,7,OWN,Low,INDIVIDUAL,credit_card,High,D,42994,7675,13.87, 36 months,24.51,2014.67,1462.68,0,118.55,1
330918,2008,Telangana,01/04/08,1042011,10,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,35000,7500,11.34, 36 months,14.47,4263.84,3599.98,0,118.44,0
330785,2008,Odisha,01/04/08,1052011,5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,54150,9125,14.5, 36 months,17.24,11307.03,9125,0,314.1,0
339557,2008,Himachal Pradesh,01/04/08,1052008,10,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,35000,3600,14.82, 36 months,13.68,193.23,47.78,118.91,74.35,1
339477,2008,Karnataka,01/04/08,1082010,4,MORTGAGE,Low,INDIVIDUAL,other,Low,A,65000,10000,8, 36 months,12.55,1972.32,1700.9,0,70.51,1
339348,2008,Sikkim,01/04/08,1042011,3,MORTGAGE,Low,INDIVIDUAL,other,Low,D,40000,9100,12.61, 36 months,10.53,2653.55,2200.01,0,73.72,0
327749,2008,Himachal Pradesh,01/04/08,1122010,10,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,High,D,110000,9600,13.87, 36 months,18.62,11769.15,9599.98,0,327.5,0
327886,2008,Haryana,01/04/08,1062009,2,RENT,Low,INDIVIDUAL,other,High,E,73000,5600,14.82, 36 months,20.6,2715.76,1742.44,173.53,193.64,1
327927,2008,Andhra Pradesh,01/04/08,1102009,4,MORTGAGE,Medium,INDIVIDUAL,other,Low,C,105000,4000,11.34, 36 months,11.04,4537.67,4000,0,131.6,0
328105,2008,Manipur,01/04/08,1062010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,50000,8400,14.5, 36 months,20.59,10183.97,8400,0,289.14,0
329511,2008,Manipur,01/04/08,1042011,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,35000,6400,12.29, 36 months,20.78,7684.21,6399.98,0,213.46,0
329853,2008,Arunachal Pradesh,01/04/08,1042011,9,RENT,Low,INDIVIDUAL,credit_card,High,D,37000,6400,13.24, 36 months,25.07,7789.38,6399.97,0,216.39,0
329925,2008,Uttar Pradesh,01/04/08,1022011,1,RENT,Low,INDIVIDUAL,credit_card,Low,C,60000,9600,11.66, 36 months,21.52,6652.26,5599.98,0,185.1,0
330183,2008,Tripura,01/04/08,1012010,1,RENT,Medium,INDIVIDUAL,debt_consolidation,Low,C,105000,7500,11.03, 36 months,11.14,8585.83,7500,0,245.65,0
330551,2008,Sikkim,01/04/08,1102010,1,MORTGAGE,Low,INDIVIDUAL,other,Low,B,47000,5000,9.76, 36 months,13.53,5702.24,5000,0,160.78,0
330677,2008,Assam,01/04/08,1022011,1,OWN,Low,INDIVIDUAL,other,Low,A,27000,6000,8, 36 months,5.38,6760.87,6000,0,188.02,0
330768,2008,Kerala,01/04/08,1112010,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,55176,9850,14.82, 36 months,10.4,5275.18,4039.84,63.62,167.7,1
330773,2008,Himachal Pradesh,01/04/08,1052009,0.5,MORTGAGE,Medium,INDIVIDUAL,other,Low,B,200000,10000,10.71, 36 months,12.48,2118.87,1623.98,0,163.01,1
326054,2008,Nagaland,01/04/08,1042011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,18492,5000,12.92, 36 months,9.41,6057.58,5000,0,168.28,0
346725,2008,Jharkhand,01/05/08,1122010,10,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,C,62000,3500,12.29, 36 months,26.74,3547.03,2814.78,0,116.74,1
326269,2008,Manipur,01/05/08,1072010,10,RENT,Low,INDIVIDUAL,other,High,D,38000,6000,13.55, 36 months,25.93,5297.24,4083.15,0,203.76,1
326306,2008,Manipur,01/04/08,1042011,4,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,40000,4000,12.61, 36 months,20.07,4823.91,4000,0,134.03,0
333783,2008,Bihar,01/04/08,1022009,0.5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,100000,6400,11.66, 36 months,20.53,1016.1,749.6,0,101.64,1
331459,2008,Tripura,01/04/08,1042011,7,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,87000,6400,10.39, 36 months,14.79,7476.46,6400,0,207.69,0
333772,2008,Kerala,01/04/08,1072008,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,55000,3200,12.29, 36 months,9.1,454.04,224.02,134.03,106.73,1
355533,2008,Meghalaya,01/09/08,1022010,3,MORTGAGE,Low,INDIVIDUAL,other,High,F,72800,3500,17.28, 36 months,21.1,2229.74,1430.6,100.15,125.28,1
331565,2008,West Bengal,01/04/08,1012010,8,RENT,Low,INDIVIDUAL,debt_consolidation,High,D,46000,4800,13.87, 36 months,22.72,5632.14,4800,0,163.75,0
331651,2008,Chhattisgarh,01/04/08,1042011,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,D,39000,6000,12.92, 36 months,25.48,7267.15,5999.98,0,201.94,0
